,image,class,method,split,spai
23,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/antonio-de-la-gandara_volupte.jpg,0,real,test,0.6707565784454346
24,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/antoine-blanchard_place-de-la-madeleine-hiver.jpg,0,real,test,8.167362420793212e-25
25,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/fernand-combes_vieux-paris-quartier-st-victor-la-rue-des-boulangers-1910.jpg,0,real,test,0.6995621919631958
26,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/paul-albert-besnard_family-1890.jpg,0,real,test,8.717738637642469e-07
27,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/andre-dunoyer-de-segonzac_la-blonde-vaporouse.jpg,0,real,test,6.081797843116021e-10
28,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/john-singer-sargent_in-switzerland-1908.jpg,0,real,test,1.2207243549333668e-10
29,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/william-merritt-chase_coastal-view.jpg,0,real,test,0.003452194156125188
30,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/antoine-blanchard_arc-de-triomphe-2.jpg,0,real,test,8.809015594864645e-26
31,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/john-henry-twachtman_the-cascade.jpg,0,real,test,6.6048464440748855e-12
32,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henry-herbert-la-thangue_the-aqueduct.jpg,0,real,test,0.12255724519491196
33,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/maximilien-luce_the-large-garden-in-montrouge-1876.jpg,0,real,test,0.006674963980913162
34,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/jan-toorop_the-sea-at-katwijk-1887.jpg,0,real,test,2.6698393259078363e-21
35,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/valentin-serov_portrait-of-the-artist-ilya-repin-1892.jpg,0,real,test,3.247218683180564e-12
36,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frantisek-kupka_the-tree-1906.jpg,0,real,test,0.01870407536625862
37,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frits-thaulow_cottage-by-a-stream.jpg,0,real,test,0.0002072395000141114
38,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/maynard-dixon_abandoned-ranch-1935.jpg,0,real,test,0.9936497807502747
39,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/martin-rico_gathering-oranges-granada.jpg,0,real,test,0.9999864101409912
40,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/lovis-corinth_cala-lilies-and-lilacs-with-a-bronze-figurine.jpg,0,real,test,1.204031763180069e-09
41,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/konstantin-korovin_yaroslavna-s-lament-1909.jpg,0,real,test,0.9999366998672485
42,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edouard-manet_singer-at-a-caf--C3--A9-concert.jpg,0,real,test,4.725083518897222e-11
43,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/konstantin-korovin_on-terrace.jpg,0,real,test,3.0826253549776084e-08
44,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/john-peter-russell_dr-will-maloney-1887.jpg,0,real,test,0.0008409794536419213
45,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edward-henry-potthast_self-portrait-1925.jpg,0,real,test,0.8128455281257629
46,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/theodore-robinson_worlds-columbian-exposition-1893.jpg,0,real,test,0.029113803058862686
47,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/fern-coppedge_bucks-county-scene.jpg,0,real,test,0.9999983310699463
48,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/philip-wilson-steer_the-swiss-alps-at-the-earl-s-court-exhibition.jpg,0,real,test,3.557938543963246e-05
49,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/oleksandr-murashko_the-woman-in-black-1917.jpg,0,real,test,7.3648763645906e-05
50,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/victor-borisov-musatov_spring-scene.jpg,0,real,test,0.1342935711145401
51,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/gino-severini_self-portrait-1908.jpg,0,real,test,0.9689382314682007
52,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/stanislaw-szukalski_birth-of-thought-1916.jpg,0,real,test,0.0004070871800649911
53,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/peder-severin-kroyer_interior-with-the-artist-s-wife-marie-kr-yer-1889.jpg,0,real,test,0.019983157515525818
54,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ibrahim-calli_rumeli-fortress.jpg,0,real,test,0.9999974966049194
55,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/vasile-popescu_garden-in-c-lim-ne-ti-1942.jpg,0,real,test,0.9999699592590332
56,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/t-c-steele_the-clam-diggers.jpg,0,real,test,3.52045135514345e-05
57,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/hugo-muhlig_lunch-break-in-harvest-time.jpg,0,real,test,3.967126031056978e-05
58,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/kmetty-janos_reading-woman-on-sofa.jpg,0,real,test,1.0
59,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/granville-redmond_this-institution-this-team.jpg,0,real,test,0.999998927116394
60,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ivan-grohar_povodne-vile-1899.jpg,0,real,test,9.497808962368906e-21
61,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/konstantin-yuon_the-autumn-view-from-the-balcony.jpg,0,real,test,1.6768882116213746e-10
62,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eugene-boudin_the-bridge-over-the-toques-at-deauville-1895.jpg,0,real,test,0.014248407445847988
63,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/bozoky-maria_illustration-9.jpg,0,real,test,0.9999979734420776
64,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/marjorie-acker-phillips_orchard-on-phillips-estate.jpg,0,real,test,0.9573298096656799
65,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/hugo-muhlig_forest-section-1887.jpg,0,real,test,4.3922453652430413e-20
66,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/andre-dunoyer-de-segonzac_le-pont-des-arts-paris.jpg,0,real,test,0.8341988921165466
67,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/philip-wilson-steer_what-of-the-war.jpg,0,real,test,0.00027523082098923624
68,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/james-mcneill-whistler_blue-and-white-covered-urn.jpg,0,real,test,0.7467448115348816
69,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/paul-signac_still-life-with-a-book-1883.jpg,0,real,test,1.0171233855160722e-09
70,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/mary-cassatt_woman-on-a-striped-with-a-dog-also-known-as-young-woman-on-a-striped-sofa-with-her-dog.jpg,0,real,test,4.926937746674298e-10
71,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/zinaida-serebriakova_cabbage-village-neskuchnoye-1909.jpg,0,real,test,0.9999101161956787
72,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/pericles-pantazis_girl.jpg,0,real,test,0.0466405525803566
73,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henry-herbert-la-thangue_the-harvesters-supper-1903.jpg,0,real,test,0.05310545861721039
74,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/lilla-cabot-perry_woman-with-a-cat-1901.jpg,0,real,test,0.001898178830742836
75,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/tetyana-yablonska_fresh-air-1995.jpg,0,real,test,1.3225764927682349e-10
76,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/camille-pissarro_flowering-plum-tree-eragny-1894.jpg,0,real,test,8.798578346613795e-05
77,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edouard-manet_young-woman-in-a-round-hat-1877.jpg,0,real,test,0.7522485852241516
78,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/max-slevogt_unter-den-linden.jpg,0,real,test,0.9999556541442871
79,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/pino-daeni_the-gypsy.jpg,0,real,test,0.1624118834733963
80,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/julian-ashton_circular-quay-sydney-1888.jpg,0,real,test,1.2226554702010617e-07
81,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/james-mcneill-whistler_study-of-a-head.jpg,0,real,test,0.00026596387033350766
82,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ilya-mashkov_after-the-storm-1922.jpg,0,real,test,7.331459346460178e-05
83,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/giuseppe-de-nittis_woman-on-the-beach.jpg,0,real,test,0.8509345650672913
84,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/robert-julian-onderdonk_in-the-hills-of-the-spanish-oaks.jpg,0,real,test,5.577954098612281e-08
85,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/t-c-steele_canal-schlessheim-1884.jpg,0,real,test,0.6964422464370728
86,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frederick-carl-frieseke_before-her-appearance-1913.jpg,0,real,test,0.997294008731842
87,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/benito-quinquela-martin_presidente-fragata-sarmiento-1904.jpg,0,real,test,0.9999997615814209
88,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/james-mcneill-whistler_note-in-gold-and-silver-dordrecht.jpg,0,real,test,1.6993672247167524e-08
89,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/nicolae-grigorescu_portrait-of-alexandrina-filionescu.jpg,0,real,test,0.0031567977275699377
90,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/jules-dupre_the-old-oak-1870.jpg,0,real,test,1.5736211935291067e-05
91,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/theodore-robinson_in-the-grove-1888.jpg,0,real,test,1.3956408110971097e-05
92,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/jozef-pankiewicz_portret-pani-p-1901.jpg,0,real,test,0.051081858575344086
93,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/valentin-serov_portrait-of-a-kasyanov-1907.jpg,0,real,test,0.0003563293721526861
94,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/camille-pissarro_the-louvre-gray-weather-afternoon-1902.jpg,0,real,test,0.44763681292533875
95,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/adam-baltatu_venice-alleyways.jpg,0,real,test,0.6853083372116089
96,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/mary-cassatt_woman-with-needlework-sun.jpg,0,real,test,0.9611793160438538
97,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/louise-abbema_louise-abbema-sarah-bernhardt-hunting-with-hounds-1897.jpg,0,real,test,0.0652046725153923
98,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eva-gonzales_a-box-at-the-italian-theatre-1874.jpg,0,real,test,0.39718976616859436
99,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/fujishima-takeji_oarai.jpg,0,real,test,8.716871668923432e-11
100,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/santiago-rusinol_huerto-del-vinyet-1892.jpg,0,real,test,1.0
101,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/willard-metcalf_pond-giverny.jpg,0,real,test,1.9948756744270213e-05
102,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/georgina-de-albuquerque_criancas.jpg,0,real,test,0.02126776985824108
103,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/john-henry-twachtman_bridge-in-winter.jpg,0,real,test,0.7749111652374268
104,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/richard-jack_colin-mcalpin.jpg,0,real,test,0.08373067528009415
105,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/martin-rico_vista-de-zarzalejo-con-la-iglesia-de-san-pedro-apostol-1858.jpg,0,real,test,0.9999932050704956
106,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/isaac-levitan_at-the-lake-fishermen.jpg,0,real,test,0.07568640261888504
107,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/robert-julian-onderdonk_foot-of-52nd-street-at-hudson-park.jpg,0,real,test,0.4353044629096985
108,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/camil-ressu_maternity-1924.jpg,0,real,test,0.9999985694885254
109,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/camil-ressu_peasantwomen-in-the-church.jpg,0,real,test,0.9898356795310974
110,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/arthur-streeton_princess-burke-wills-1889.jpg,0,real,test,1.0
111,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/arthur-verona_country-road-1898.jpg,0,real,test,5.449967943604861e-07
112,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ivan-mestrovic_the-bowman-1928.jpg,0,real,test,1.5307908971535757e-16
113,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edouard-manet_corner-of-a-cafe-concert-1880.jpg,0,real,test,0.8042522668838501
114,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eugene-boudin_deauville-the-port-1888.jpg,0,real,test,0.5362655520439148
115,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eugene-boudin_laundresses-2.jpg,0,real,test,6.19701313553378e-05
116,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/iosif-iser_turci-la-cafenea-1925.jpg,0,real,test,1.0
117,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/stefan-luchian_springtime-flowers.jpg,0,real,test,0.13351678848266602
118,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edward-henry-potthast_boating-in-central-park-1905.jpg,0,real,test,0.9999630451202393
119,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/isaac-israels_javanese-dancer.jpg,0,real,test,0.0034690320026129484
120,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/auguste-rodin_camille-claudel-1884.jpg,0,real,test,1.3650038454215974e-05
121,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/francis-picabia_morning-effect-banks-of-the-yonne-river.jpg,0,real,test,2.8823083243062486e-12
122,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg,0,real,test,9.300495876235102e-16
123,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/paul-signac_study-for-venice-morning.jpg,0,real,test,0.9992770552635193
124,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/lesser-ury_unter-den-linden-im-regen-1920.jpg,0,real,test,0.21265128254890442
125,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/mary-cassatt_margot-wearing-a-bonnet.jpg,0,real,test,1.0244737495668232e-05
126,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/raoul-dufy_parisian-bridge-1922.jpg,0,real,test,0.0002822148089762777
127,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/nicolae-vermont_the-muse-1900.jpg,0,real,test,0.05218248814344406
128,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henri-gervex_cafe-scene-in-paris.jpg,0,real,test,7.683641185330173e-14
129,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/david-davies_nocturne-templestowe-1896.jpg,0,real,test,0.803117573261261
130,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henry-herbert-la-thangue_the-boat-builder-s-yard-cancale-brittany-1881.jpg,0,real,test,4.3215622053116576e-12
131,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/andres-de-santa-maria_la-visitaci-n-1933.jpg,0,real,test,0.9603694081306458
132,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/charles-courtney-curran_a-breezy-day-1887.jpg,0,real,test,0.0010471396381035447
133,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/georgina-de-albuquerque_roceira-1930.jpg,0,real,test,1.0
134,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/childe-hassam_garden-by-the-sea-isles-of-shoals.jpg,0,real,test,0.9991471767425537
135,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/stefan-luchian_woman-worker-1893.jpg,0,real,test,0.9841806888580322
136,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/clarence-gagnon_overlooking-the-valley-of-the-gouffre-charlevoix-1915.jpg,0,real,test,0.9999799728393555
137,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/arthur-streeton_manly-beach-1895.jpg,0,real,test,1.0939754406697892e-20
138,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/pierre-auguste-renoir_the-garden.jpg,0,real,test,3.7110934984763144e-12
139,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/anders-zorn_in-the-studio-1896.jpg,0,real,test,0.008682385087013245
140,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/nicolae-vermont_peasant-woman-with-white-headscarf-1930.jpg,0,real,test,0.038304880261421204
141,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/iosif-iser_field-party.jpg,0,real,test,0.9970270991325378
142,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/walter-sickert_jacques-emile-blanche.jpg,0,real,test,0.925788164138794
143,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/aristide-maillol_venus-1928.jpg,0,real,test,5.210938347488536e-09
144,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/tom-roberts_ulverstone-1899.jpg,0,real,test,9.18795130543309e-20
145,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/paul-cezanne_bather-with-outstreched-arms.jpg,0,real,test,0.9999887943267822
146,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/nicolae-grigorescu_peasant-sewing-by-the-window.jpg,0,real,test,0.8983376026153564
147,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/john-singer-sargent_graveyard-in-the-tyrol-1914.jpg,0,real,test,0.954276442527771
148,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/jane-sutherland_jessie-sutherland-1905.jpg,0,real,test,0.7205915451049805
149,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/charles-sprague-pearce_young-brittany-girl.jpg,0,real,test,0.9876733422279358
150,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ludovic-alleaume_after-the-bath.jpg,0,real,test,0.9824322462081909
151,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/adalbert-erdeli_self-portrait.jpg,0,real,test,0.891430675983429
152,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/yeghishe-tadevosyan_saint-hripsime-church-etchmiadzin-1913.jpg,0,real,test,1.0
153,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frederic-bazille_self-portrait-at-saint-saveur-1868.jpg,0,real,test,0.6207245588302612
154,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/mary-cassatt_mrs-cassatt-reading-to-her-grandchildren-1880.jpg,0,real,test,3.4139834497182164e-06
155,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/stefan-dimitrescu_you-wish-1907.jpg,0,real,test,0.6747798919677734
