,image,class,method,split
41,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/konstantin-korovin_yaroslavna-s-lament-1909.jpg,0,real,test
42,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edouard-manet_singer-at-a-caf--C3--A9-concert.jpg,0,real,test
43,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/konstantin-korovin_on-terrace.jpg,0,real,test
44,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/john-peter-russell_dr-will-maloney-1887.jpg,0,real,test
45,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edward-henry-potthast_self-portrait-1925.jpg,0,real,test
46,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/theodore-robinson_worlds-columbian-exposition-1893.jpg,0,real,test
47,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/fern-coppedge_bucks-county-scene.jpg,0,real,test
48,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/philip-wilson-steer_the-swiss-alps-at-the-earl-s-court-exhibition.jpg,0,real,test
49,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/oleksandr-murashko_the-woman-in-black-1917.jpg,0,real,test
50,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/victor-borisov-musatov_spring-scene.jpg,0,real,test
51,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/gino-severini_self-portrait-1908.jpg,0,real,test
52,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/stanislaw-szukalski_birth-of-thought-1916.jpg,0,real,test
53,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/peder-severin-kroyer_interior-with-the-artist-s-wife-marie-kr-yer-1889.jpg,0,real,test
54,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ibrahim-calli_rumeli-fortress.jpg,0,real,test
55,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/vasile-popescu_garden-in-c-lim-ne-ti-1942.jpg,0,real,test
56,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/t-c-steele_the-clam-diggers.jpg,0,real,test
57,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/hugo-muhlig_lunch-break-in-harvest-time.jpg,0,real,test
58,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/kmetty-janos_reading-woman-on-sofa.jpg,0,real,test
59,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/granville-redmond_this-institution-this-team.jpg,0,real,test
60,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ivan-grohar_povodne-vile-1899.jpg,0,real,test
61,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/konstantin-yuon_the-autumn-view-from-the-balcony.jpg,0,real,test
62,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eugene-boudin_the-bridge-over-the-toques-at-deauville-1895.jpg,0,real,test
63,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/bozoky-maria_illustration-9.jpg,0,real,test
64,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/marjorie-acker-phillips_orchard-on-phillips-estate.jpg,0,real,test
65,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/hugo-muhlig_forest-section-1887.jpg,0,real,test
66,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/andre-dunoyer-de-segonzac_le-pont-des-arts-paris.jpg,0,real,test
67,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/philip-wilson-steer_what-of-the-war.jpg,0,real,test
68,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/james-mcneill-whistler_blue-and-white-covered-urn.jpg,0,real,test
69,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/paul-signac_still-life-with-a-book-1883.jpg,0,real,test
70,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/mary-cassatt_woman-on-a-striped-with-a-dog-also-known-as-young-woman-on-a-striped-sofa-with-her-dog.jpg,0,real,test
71,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/zinaida-serebriakova_cabbage-village-neskuchnoye-1909.jpg,0,real,test
72,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/pericles-pantazis_girl.jpg,0,real,test
73,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henry-herbert-la-thangue_the-harvesters-supper-1903.jpg,0,real,test
74,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/lilla-cabot-perry_woman-with-a-cat-1901.jpg,0,real,test
75,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/tetyana-yablonska_fresh-air-1995.jpg,0,real,test
76,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/camille-pissarro_flowering-plum-tree-eragny-1894.jpg,0,real,test
77,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edouard-manet_young-woman-in-a-round-hat-1877.jpg,0,real,test
78,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/max-slevogt_unter-den-linden.jpg,0,real,test
79,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/pino-daeni_the-gypsy.jpg,0,real,test
80,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/julian-ashton_circular-quay-sydney-1888.jpg,0,real,test
81,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/james-mcneill-whistler_study-of-a-head.jpg,0,real,test
82,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ilya-mashkov_after-the-storm-1922.jpg,0,real,test
83,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/giuseppe-de-nittis_woman-on-the-beach.jpg,0,real,test
84,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/robert-julian-onderdonk_in-the-hills-of-the-spanish-oaks.jpg,0,real,test
85,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/t-c-steele_canal-schlessheim-1884.jpg,0,real,test
86,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frederick-carl-frieseke_before-her-appearance-1913.jpg,0,real,test
87,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/benito-quinquela-martin_presidente-fragata-sarmiento-1904.jpg,0,real,test
88,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/james-mcneill-whistler_note-in-gold-and-silver-dordrecht.jpg,0,real,test
89,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/nicolae-grigorescu_portrait-of-alexandrina-filionescu.jpg,0,real,test
90,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/jules-dupre_the-old-oak-1870.jpg,0,real,test
91,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/theodore-robinson_in-the-grove-1888.jpg,0,real,test
92,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/jozef-pankiewicz_portret-pani-p-1901.jpg,0,real,test
93,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/valentin-serov_portrait-of-a-kasyanov-1907.jpg,0,real,test
94,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/camille-pissarro_the-louvre-gray-weather-afternoon-1902.jpg,0,real,test
95,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/adam-baltatu_venice-alleyways.jpg,0,real,test
96,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/mary-cassatt_woman-with-needlework-sun.jpg,0,real,test
97,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/louise-abbema_louise-abbema-sarah-bernhardt-hunting-with-hounds-1897.jpg,0,real,test
98,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eva-gonzales_a-box-at-the-italian-theatre-1874.jpg,0,real,test
99,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/fujishima-takeji_oarai.jpg,0,real,test
100,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/santiago-rusinol_huerto-del-vinyet-1892.jpg,0,real,test
101,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/willard-metcalf_pond-giverny.jpg,0,real,test
102,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/georgina-de-albuquerque_criancas.jpg,0,real,test
103,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/john-henry-twachtman_bridge-in-winter.jpg,0,real,test
104,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/richard-jack_colin-mcalpin.jpg,0,real,test
105,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/martin-rico_vista-de-zarzalejo-con-la-iglesia-de-san-pedro-apostol-1858.jpg,0,real,test
106,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/isaac-levitan_at-the-lake-fishermen.jpg,0,real,test
107,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/robert-julian-onderdonk_foot-of-52nd-street-at-hudson-park.jpg,0,real,test
108,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/camil-ressu_maternity-1924.jpg,0,real,test
109,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/camil-ressu_peasantwomen-in-the-church.jpg,0,real,test
110,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/arthur-streeton_princess-burke-wills-1889.jpg,0,real,test
111,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/arthur-verona_country-road-1898.jpg,0,real,test
112,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ivan-mestrovic_the-bowman-1928.jpg,0,real,test
113,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edouard-manet_corner-of-a-cafe-concert-1880.jpg,0,real,test
114,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eugene-boudin_deauville-the-port-1888.jpg,0,real,test
115,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eugene-boudin_laundresses-2.jpg,0,real,test
116,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/iosif-iser_turci-la-cafenea-1925.jpg,0,real,test
117,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/stefan-luchian_springtime-flowers.jpg,0,real,test
118,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/edward-henry-potthast_boating-in-central-park-1905.jpg,0,real,test
119,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/isaac-israels_javanese-dancer.jpg,0,real,test
120,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/auguste-rodin_camille-claudel-1884.jpg,0,real,test
121,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/francis-picabia_morning-effect-banks-of-the-yonne-river.jpg,0,real,test
122,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frederic-remington_what-an-unbranded-cow-has-cost-1895.jpg,0,real,test
123,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/paul-signac_study-for-venice-morning.jpg,0,real,test
124,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/lesser-ury_unter-den-linden-im-regen-1920.jpg,0,real,test
125,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/mary-cassatt_margot-wearing-a-bonnet.jpg,0,real,test
126,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/raoul-dufy_parisian-bridge-1922.jpg,0,real,test
127,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/nicolae-vermont_the-muse-1900.jpg,0,real,test
128,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henri-gervex_cafe-scene-in-paris.jpg,0,real,test
129,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/david-davies_nocturne-templestowe-1896.jpg,0,real,test
130,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henry-herbert-la-thangue_the-boat-builder-s-yard-cancale-brittany-1881.jpg,0,real,test
131,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/andres-de-santa-maria_la-visitaci-n-1933.jpg,0,real,test
132,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/charles-courtney-curran_a-breezy-day-1887.jpg,0,real,test
133,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/georgina-de-albuquerque_roceira-1930.jpg,0,real,test
134,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/childe-hassam_garden-by-the-sea-isles-of-shoals.jpg,0,real,test
135,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/stefan-luchian_woman-worker-1893.jpg,0,real,test
136,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/clarence-gagnon_overlooking-the-valley-of-the-gouffre-charlevoix-1915.jpg,0,real,test
137,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/arthur-streeton_manly-beach-1895.jpg,0,real,test
138,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/pierre-auguste-renoir_the-garden.jpg,0,real,test
139,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/anders-zorn_in-the-studio-1896.jpg,0,real,test
140,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/nicolae-vermont_peasant-woman-with-white-headscarf-1930.jpg,0,real,test
141,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/iosif-iser_field-party.jpg,0,real,test
142,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/walter-sickert_jacques-emile-blanche.jpg,0,real,test
143,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/aristide-maillol_venus-1928.jpg,0,real,test
144,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/tom-roberts_ulverstone-1899.jpg,0,real,test
145,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/paul-cezanne_bather-with-outstreched-arms.jpg,0,real,test
146,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/nicolae-grigorescu_peasant-sewing-by-the-window.jpg,0,real,test
147,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/john-singer-sargent_graveyard-in-the-tyrol-1914.jpg,0,real,test
148,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/jane-sutherland_jessie-sutherland-1905.jpg,0,real,test
149,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/charles-sprague-pearce_young-brittany-girl.jpg,0,real,test
150,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ludovic-alleaume_after-the-bath.jpg,0,real,test
151,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/adalbert-erdeli_self-portrait.jpg,0,real,test
152,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/yeghishe-tadevosyan_saint-hripsime-church-etchmiadzin-1913.jpg,0,real,test
153,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frederic-bazille_self-portrait-at-saint-saveur-1868.jpg,0,real,test
154,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/mary-cassatt_mrs-cassatt-reading-to-her-grandchildren-1880.jpg,0,real,test
155,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/stefan-dimitrescu_you-wish-1907.jpg,0,real,test
156,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/eliseu-visconti_nu-feminino-1.jpg,0,real,test
157,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/marianne-stokes_segesvak-schafsburg-1909.jpg,0,real,test
158,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/rudolf-schweitzer-cumpana_drum-de-iarn-prin-p-dure-1960.jpg,0,real,test
159,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/joaqu-n-sorolla_mother-and-daughter-valencia-beach-1916.jpg,0,real,test
160,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/hoca-ali-riza_yemi-ler.jpg,0,real,test
161,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/ion-theodorescu-sion_still-life-with-vegetables-and-pottery.jpg,0,real,test
162,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/pierre-emmanuel-damoye_banks-of-the-river.jpg,0,real,test
163,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/hoca-ali-riza_k-zkulesi-maiden-s-tower-1904.jpg,0,real,test
164,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frank-w-benson_summer-1909.jpg,0,real,test
165,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henri-de-toulouse-lautrec_tethered-horse.jpg,0,real,test
166,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/tom-roberts_miss-isobel-mcdonald-1895.jpg,0,real,test
167,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/tom-roberts_country-road-makers-1923.jpg,0,real,test
168,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/paul-signac_the-port-of-st-tropez.jpg,0,real,test
169,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/henry-tonks_british-soldier.jpg,0,real,test
170,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/frederick-carl-frieseke_horse-in-a-field-watercolor-1899.jpg,0,real,test
171,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/childe-hassam_the-boid-de-boulogne.jpg,0,real,test
172,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/bela-czobel_girl-by-the-window-with-flower-1904.jpg,0,real,test
173,/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/impressionism/konstantinos-maleas_landscape-with-tree-and-mosque-in-the-background.jpg,0,real,test
